,scientific name,alternative name,taxid,order,family,mass,trophic level,trophic niche,primary lifestyle,range size,habitat,habitat density,migration,evolutionary distinctiveness
542,Pica pica,,34924,Passeriformes,Corvidae,217.48,Omnivore,Omnivore,Terrestrial,32086533.08,Human Modified,3,1,111.12459498668566
543,Phylloscopus borealis,,36273,Passeriformes,Phylloscopidae,10.89,Carnivore,Invertivore,Insessorial,14062772.33,Forest,1,3,111.12459498657428
544,Acrocephalus dumetorum,,68474,Passeriformes,Sylviidae,11.2,Carnivore,Invertivore,Insessorial,5747941.28,Wetland,2,3,111.12459498738404
545,Corvus corone,,30422,Passeriformes,Corvidae,570.0,Carnivore,Omnivore,Terrestrial,33343165.09,Human Modified,3,1,111.1245949867851
546,Callonetta leucophrys,,75871,Anseriformes,Anatidae,362.78,Herbivore,Herbivore aquatic,Aquatic,1310348.0,Wetland,3,2,111.12459498650696
547,Strix nebulosa lapponica,Strix nebulosa,507975,Strigiformes,Strigidae,1061.89,Carnivore,Vertivore,Insessorial,19847527.93,Forest,2,1,111.1245949881688
548,Psittacara wagleri,Aratinga wagleri,867391,Psittaciformes,Psittacidae,194.0,Herbivore,Frugivore,Insessorial,329463.46,Forest,1,1,111.12459498699609
549,Phalacrocorax pelagicus,,2723871,Suliformes,Phalacrocoracidae,1843.95,Carnivore,Aquatic predator,Aquatic,1686730.58,Marine,3,1,111.1245949875096
550,Corvus caurinus,,279967,Passeriformes,Corvidae,390.79,Omnivore,Omnivore,Terrestrial,396973.08,Coastal,3,2,111.12459498683394
551,Alectoris barbara,,40177,Galliformes,Phasianidae,416.33,Herbivore,Omnivore,Terrestrial,1360209.0,Rock,3,1,111.12459498659064
552,Amazonetta brasiliensis,,75867,Anseriformes,Anatidae,499.99,Herbivore,Herbivore aquatic,Aquatic,8747518.75,Wetland,3,1,111.1245949866166
553,Stercorarius chilensis,Catharacta chilensis,54052,Charadriiformes,Stercorariidae,1367.77,Carnivore,Aquatic predator,Aerial,274591.67,Marine,3,3,111.12459498699609
554,Psittacula himalayana,,232620,Psittaciformes,Psittacidae,108.5,Herbivore,Omnivore,Insessorial,149148.55,Woodland,2,1,111.12459498685976
555,Ploceus ocularis,,187443,Passeriformes,Ploceidae,25.2,Carnivore,Invertivore,Insessorial,2998767.22,Woodland,2,1,111.124594986979
556,Buteo rufofuscus,,223437,Accipitriformes,Accipitridae,1530.0,Carnivore,Vertivore,Generalist,1533534.66,Grassland,3,2,111.12459498755048
557,Ictinia mississippiensis,,371914,Accipitriformes,Accipitridae,276.03,Carnivore,Invertivore,Generalist,824795.96,Woodland,2,3,111.1245949874991
558,Fulica rufifrons,,555257,Gruiformes,Rallidae,644.0,Herbivore,Herbivore aquatic,Aquatic,1255982.21,Wetland,3,1,111.12459498654374
559,Myrmotherula longipennis,,88188,Passeriformes,Thamnophilidae,9.4,Carnivore,Invertivore,Insessorial,5117183.47,Forest,1,1,111.12459498761068
560,Psittacus erithacus,,57247,Psittaciformes,Psittacidae,333.0,Herbivore,Omnivore,Insessorial,2989007.27,Forest,1,1,111.1245949864664
561,Cyanoramphus auriceps,,114432,Psittaciformes,Psittacidae,45.64,Herbivore,Granivore,Insessorial,65410.62,Forest,1,1,111.12459498679074
562,Larus crassirostris,,179808,Charadriiformes,Laridae,561.0,Carnivore,Aquatic predator,Aerial,187875.39,Coastal,3,2,111.1245949864626
563,Geopelia humeralis,,915432,Columbiformes,Columbidae,128.42,Herbivore,Granivore,Terrestrial,2758465.78,Woodland,2,1,111.1245949866679
564,Syrmaticus ellioti,,9063,Galliformes,Phasianidae,1007.45,Herbivore,Omnivore,Terrestrial,470213.06,Woodland,1,1,111.12459498653703
565,Ninox strenua,,73883,Strigiformes,Strigidae,1345.97,Carnivore,Vertivore,Insessorial,573814.15,Forest,2,2,111.12459498800548
566,Taeniopygia guttata,,59729,Passeriformes,Estrildidae,12.04,Herbivore,Granivore,Terrestrial,6357207.4,Grassland,2,2,111.12459498683688
567,Cygnus melancoryphus,,41691,Anseriformes,Anatidae,4711.68,Herbivore,Herbivore aquatic,Aquatic,1143135.35,Wetland,3,2,111.12459498669853
568,Cacatua galerita triton,Cacatua galerita,141840,Psittaciformes,Cacatuidae,720.43,Herbivore,Omnivore,Insessorial,3905044.34,Forest,1,1,111.12459498735812
569,Pyrrhocorax graculus,,56789,Passeriformes,Corvidae,211.0,Carnivore,Invertivore,Terrestrial,3556954.7,Rock,3,2,111.12459498682192
570,Diopsittaca nobilis,,178888,Psittaciformes,Psittacidae,150.91,Herbivore,Omnivore,Insessorial,5289098.3,Forest,2,1,111.12459498699242
571,Eudromia elegans,,8805,Tinamiformes,Tinamidae,702.9,Herbivore,Omnivore,Terrestrial,1493624.4,Shrubland,2,1,111.12459498966888
572,Phaenicophaeus curvirostris,,33595,Cuculiformes,Cuculidae,154.0,Carnivore,Invertivore,Insessorial,1223504.71,Forest,1,1,111.12459498797006
573,Larvivora cyane,Luscinia cyane,228306,Passeriformes,Muscicapidae,14.8,Carnivore,Invertivore,Generalist,6965582.78,Forest,2,3,111.12459498699609
574,Quiscalus quiscula,,84782,Passeriformes,Icteridae,105.18,Carnivore,Omnivore,Terrestrial,8216640.27,Wetland,3,2,111.12459498692164
575,Pycnonotus jocosus,,182897,Passeriformes,Pycnonotidae,29.47,Herbivore,Omnivore,Insessorial,5185044.87,Shrubland,2,1,111.12459498704406
576,Tanygnathus lucionensis,,309852,Psittaciformes,Psittacidae,215.0,Herbivore,Frugivore,Insessorial,290862.98,Forest,1,1,111.1245949867029
577,Passerella iliaca,,44389,Passeriformes,Passerellidae,33.25,Omnivore,Omnivore,Generalist,7385410.19,Forest,1,3,111.1245949869752
578,Aprosmictus erythropterus,,274068,Psittaciformes,Psittacidae,136.0,Herbivore,Omnivore,Insessorial,2743055.21,Forest,2,1,111.1245949868176
579,Ramphocelus carbo,,36730,Passeriformes,Thraupidae,25.92,Omnivore,Omnivore,Insessorial,10498944.34,Human Modified,2,1,111.12459498730658
580,Aythya affinis,,189533,Anseriformes,Anatidae,819.45,Omnivore,Aquatic predator,Aquatic,5052907.86,Wetland,3,3,111.12459498657162
581,Aegithalos caudatus,,73327,Passeriformes,Aegithalidae,8.6,Carnivore,Invertivore,Insessorial,20041677.81,Forest,2,1,111.12459498675835
582,Glyphorynchus spirurus,,135974,Passeriformes,Furnariidae,14.6,Carnivore,Invertivore,Insessorial,7368285.07,Forest,1,1,111.1245949876671
583,Neophema splendida,,492514,Psittaciformes,Psittacidae,38.6,Herbivore,Granivore,Terrestrial,262252.22,Shrubland,2,1,111.12459498676104
584,Coloeus monedula,Corvus monedula,30423,Passeriformes,Corvidae,246.0,Omnivore,Omnivore,Terrestrial,13975046.48,Human Modified,3,2,111.12459498699609
585,Phalacrocorax capensis,,146614,Suliformes,Phalacrocoracidae,1211.74,Carnivore,Aquatic predator,Aquatic,236166.74,Marine,3,1,111.12459498741514
586,Chloebia gouldiae,Erythrura gouldiae,44316,Passeriformes,Passeridae,13.8,Herbivore,Granivore,Generalist,101027.63,Woodland,3,1,111.12459498699609
587,Parabuteo unicinctus,,223492,Accipitriformes,Accipitridae,850.28,Carnivore,Vertivore,Insessorial,9015595.35,Shrubland,2,2,111.12459498743948
588,Spatula cyanoptera,Anas cyanoptera,75840,Anseriformes,Anatidae,377.45,Herbivore,Herbivore aquatic,Aquatic,6567683.13,Wetland,3,2,111.12459498659544
589,Pardalotus punctatus,,254575,Passeriformes,Pardalotidae,8.7,Omnivore,Invertivore,Insessorial,2170812.26,Forest,2,1,111.12459498732632
590,Dacelo novaeguineae,,8939,Coraciiformes,Alcedinidae,333.8,Carnivore,Omnivore,Insessorial,2413843.09,Forest,2,1,111.12459498627642
591,Plectrophenax nivalis,,161627,Passeriformes,Fringillidae,42.2,Herbivore,Granivore,Terrestrial,6819849.23,Grassland,3,3,111.12459498625144
592,Zoothera dauma,,36288,Passeriformes,Turdidae,134.13,Carnivore,Invertivore,Generalist,7192797.14,Forest,1,3,111.12459498768038
593,Mimus polyglottos,,60713,Passeriformes,Mimidae,48.5,Omnivore,Omnivore,Generalist,10145517.51,Shrubland,2,3,111.12459498729196
594,Leiothlypis celata,Vermivora celata,62259,Passeriformes,Parulidae,9.19,Carnivore,Invertivore,Insessorial,7482895.14,Shrubland,1,3,111.12459498699609
595,Colinus virginianus,,9014,Galliformes,Odontophoridae,171.89,Herbivore,Omnivore,Terrestrial,4364464.18,Human Modified,2,1,111.124594986524
596,Ara ararauna,,9226,Psittaciformes,Psittacidae,1125.0,Herbivore,Omnivore,Insessorial,7780066.73,Forest,1,1,111.12459498697076
597,Lophophorus impejanus,,9040,Galliformes,Phasianidae,2066.51,Herbivore,Omnivore,Terrestrial,480828.14,Forest,3,1,111.1245949866923
598,Serinus leucopygius,,3149693,Passeriformes,Fringillidae,10.8,Herbivore,Granivore,Generalist,3039637.6,Shrubland,2,1,111.1245949873759
599,Malacorhynchus membranaceus,,45646,Anseriformes,Anatidae,372.79,Omnivore,Omnivore,Aquatic,1457174.78,Wetland,3,2,111.12459498632572
600,Ara macao,,176014,Psittaciformes,Psittacidae,1015.0,Herbivore,Omnivore,Insessorial,6755480.57,Forest,2,1,111.12459498696433
601,Acridotheres cristatellus,,451382,Passeriformes,Sturnidae,116.31,Omnivore,Omnivore,Generalist,3073262.93,Grassland,3,2,111.124594987276
602,Coryphospingus pileatus,,664758,Passeriformes,Thraupidae,15.3,Omnivore,Omnivore,Terrestrial,2758347.74,Shrubland,1,1,111.12459498722014
603,Fulica americana,,81903,Gruiformes,Rallidae,636.74,Herbivore,Herbivore aquatic,Aquatic,10577872.82,Wetland,3,2,111.12459498666304
604,Ninox novaeseelandiae,,57242,Strigiformes,Strigidae,183.37,Carnivore,Invertivore,Insessorial,337424.3,Forest,1,2,111.12459498804994
605,Amazona vinacea,,244084,Psittaciformes,Psittacidae,254.0,Herbivore,Omnivore,Insessorial,105992.85,Forest,1,1,111.12459498674156
606,Thalasseus elegans,Sterna elegans,297817,Charadriiformes,Laridae,260.0,Carnivore,Aquatic predator,Aerial,1309.31,Coastal,3,3,111.12459498699609
607,Pionus menstruus,,13214,Psittaciformes,Psittacidae,251.0,Herbivore,Omnivore,Insessorial,8509155.91,Forest,2,1,111.1245949867887
608,Corvus corax,,56781,Passeriformes,Corvidae,927.97,Omnivore,Omnivore,Terrestrial,52288449.5,Forest,3,2,111.1245949867408
609,Buteogallus urubitinga,,223497,Accipitriformes,Accipitridae,1152.87,Carnivore,Vertivore,Insessorial,13126253.65,Woodland,2,1,111.12459498742068
610,Polioptila caerulea,,66707,Passeriformes,Certhiidae,5.8,Carnivore,Invertivore,Insessorial,6582606.18,Woodland,2,3,111.12459498704828
611,Callocephalon fimbriatum,,986101,Psittaciformes,Psittacidae,256.0,Herbivore,Omnivore,Insessorial,333455.71,Woodland,2,2,111.124594987391
612,Anser cygnoides,,8845,Anseriformes,Anatidae,3511.94,Herbivore,Herbivore terrestrial,Terrestrial,2166055.01,Wetland,3,3,111.12459498668072
613,Tachybaptus ruficollis,,100828,Podicipediformes,Podicipedidae,169.43,Carnivore,Aquatic predator,Aquatic,36639881.74,Wetland,3,1,111.12459498685229
614,Cygnus atratus,,8868,Anseriformes,Anatidae,5623.16,Herbivore,Herbivore aquatic,Aquatic,6663270.06,Wetland,3,2,111.1245949865825
615,Barnardius zonarius,,309859,Psittaciformes,Psittacidae,133.0,Herbivore,Omnivore,Insessorial,5305452.04,Forest,2,1,111.1245949867024
616,Spinus pinus,Carduelis pinus,2201931,Passeriformes,Fringillidae,12.7,Herbivore,Granivore,Insessorial,7806130.28,Forest,1,1,111.12459498699609
617,Microcarbo coronatus,Phalacrocorax coronatus,1523041,Suliformes,Phalacrocoracidae,762.19,Carnivore,Aquatic predator,Aquatic,20849.72,Marine,3,2,111.12459498699609
618,Empidonax traillii,,164674,Passeriformes,Tyrannidae,13.39,Carnivore,Invertivore,Insessorial,7301691.61,Shrubland,2,3,111.12459498704683
619,Mergus squamatus,,670348,Anseriformes,Anatidae,1234.0,Carnivore,Aquatic predator,Aquatic,302689.47,Wetland,3,3,111.12459498659662
620,Buteogallus meridionalis,,223496,Accipitriformes,Accipitridae,807.99,Carnivore,Vertivore,Insessorial,10432463.33,Grassland,3,1,111.1245949874168
621,Nestor notabilis,,176057,Psittaciformes,Psittacidae,862.97,Herbivore,Omnivore,Insessorial,63273.75,Grassland,2,1,111.1245949870958
622,Forpus coelestis,,309844,Psittaciformes,Psittacidae,26.14,Herbivore,Omnivore,Generalist,147204.19,Shrubland,2,1,111.1245949868668
623,Hypocnemis cantator,,88175,Passeriformes,Thamnophilidae,12.29,Carnivore,Invertivore,Insessorial,1064143.83,Forest,1,1,111.1245949876049
624,Streptopelia capicola,,135634,Columbiformes,Columbidae,142.0,Herbivore,Granivore,Terrestrial,9534302.21,Shrubland,3,1,111.12459498663762
625,Polyplectron malacense,,142660,Galliformes,Phasianidae,608.0,Herbivore,Omnivore,Terrestrial,116752.23,Forest,1,1,111.1245949867282
626,Pseudoscops clamator,,555335,Strigiformes,Strigidae,443.28,Carnivore,Vertivore,Aerial,7163922.1,Grassland,2,1,111.12459498793028
627,Malurus cyaneus,,55807,Passeriformes,Maluridae,10.33,Carnivore,Invertivore,Terrestrial,1239779.31,Shrubland,2,1,111.1245949880351
628,Anser albifrons,,50365,Anseriformes,Anatidae,2506.39,Herbivore,Herbivore terrestrial,Terrestrial,5891602.97,Grassland,3,3,111.12459498669706
629,Empidonax difficilis,,183525,Passeriformes,Tyrannidae,10.7,Carnivore,Invertivore,Insessorial,864986.35,Forest,1,3,111.12459498707382
630,Fulica atra,,9121,Gruiformes,Rallidae,717.12,Herbivore,Herbivore aquatic,Generalist,33490842.86,Wetland,3,1,111.12459498674384
631,Todiramphus cinnamominus,,1006542,Coraciiformes,Alcedinidae,62.2,Carnivore,Invertivore,Insessorial,799.13,Forest,1,1,111.12459498634416
632,Antrostomus carolinensis,Caprimulgus carolinensis,279965,Caprimulgiformes,Caprimulgidae,109.0,Carnivore,Invertivore,Aerial,1808676.44,Woodland,2,3,111.12459498699609
633,Circus cyaneus,,43466,Accipitriformes,Accipitridae,392.98,Carnivore,Vertivore,Aerial,29678658.41,Grassland,3,3,111.12459498715684
634,Buteo lineatus,,223475,Accipitriformes,Accipitridae,603.72,Carnivore,Vertivore,Aerial,3542030.5,Woodland,1,3,111.12459498741322
635,Pycnonotus leucotis,,1208751,Passeriformes,Pycnonotidae,27.12,Herbivore,Omnivore,Insessorial,2206861.39,Shrubland,2,2,111.12459498727404
636,Anthus berthelotii,,45798,Passeriformes,Motacillidae,15.86,Carnivore,Invertivore,Terrestrial,8283.44,Rock,2,1,111.12459498748376
637,Columba guinea,,135627,Columbiformes,Columbidae,352.0,Herbivore,Granivore,Terrestrial,10557795.16,Shrubland,2,1,111.1245949865635
638,Zosterops erythropleurus,,135981,Passeriformes,Zosteropidae,11.0,Carnivore,Invertivore,Insessorial,1154584.31,Forest,1,3,111.12459498657532
639,Setophaga petechia,Dendroica petechia,123631,Passeriformes,Parulidae,10.22,Carnivore,Invertivore,Insessorial,,Shrubland,1,3,111.12459498699609
640,Phylloscopus schwarzi,,56429,Passeriformes,Phylloscopidae,11.4,Carnivore,Invertivore,Insessorial,2917225.84,Shrubland,2,3,111.12459498666183
641,Tarsiger cyanurus,,1364862,Passeriformes,Turdidae,13.43,Carnivore,Invertivore,Generalist,13243497.76,Forest,1,3,111.12459498775598
642,Lathamus discolor,,678569,Psittaciformes,Psittacidae,64.7,Herbivore,Nectarivore,Insessorial,12318.07,Forest,2,3,111.12459498711472
643,Catharus guttatus,,9185,Passeriformes,Turdidae,30.1,Omnivore,Invertivore,Generalist,8383811.92,Forest,1,3,111.12459498766444
644,Buteo regalis,,223441,Accipitriformes,Accipitridae,1437.18,Carnivore,Vertivore,Generalist,2780053.23,Grassland,3,3,111.12459498752064
645,Strix nebulosa,,126836,Strigiformes,Strigidae,1061.89,Carnivore,Vertivore,Insessorial,19847527.93,Forest,2,1,111.1245949881688
646,Turdus fumigatus,,200368,Passeriformes,Turdidae,75.7,Omnivore,Invertivore,Insessorial,4070825.4,Forest,1,1,111.12459498776272
647,Goura scheepmakeri,,915434,Columbiformes,Columbidae,2235.0,Herbivore,Omnivore,Terrestrial,207803.88,Forest,2,1,111.12459498648576
648,Ichthyaetus leucophthalmus,Larus leucophthalmus,328043,Charadriiformes,Laridae,328.89,Carnivore,Aquatic predator,Generalist,1402.69,Coastal,3,1,111.12459498699609
649,Butorides virescens,,110671,Pelecaniformes,Ardeidae,201.5,Carnivore,Aquatic predator,Terrestrial,7166813.3,Wetland,3,1,111.12459498736234
650,Larus hyperboreus,,119637,Charadriiformes,Laridae,1529.04,Carnivore,Omnivore,Generalist,2430897.95,Coastal,3,3,111.12459498649956
651,Nycticorax nycticorax,,8901,Pelecaniformes,Ardeidae,810.0,Carnivore,Aquatic predator,Terrestrial,50345275.03,Wetland,3,3,111.12459498759212
652,Amazona albifrons,,241569,Psittaciformes,Psittacidae,206.0,Herbivore,Omnivore,Insessorial,544425.16,Woodland,2,1,111.12459498672018
653,Leiothrix argentauris,,201335,Passeriformes,Leiothrichidae,28.4,Carnivore,Invertivore,Insessorial,1350037.32,Forest,1,1,111.12459498660618
654,Himantopus himantopus,,225398,Charadriiformes,Recurvirostridae,176.82,Carnivore,Aquatic predator,Terrestrial,30584240.92,Wetland,3,2,111.1245949873038
655,Cuculus canorus,,55661,Cuculiformes,Cuculidae,111.36,Carnivore,Invertivore,Insessorial,37338142.79,Forest,2,3,111.12459498646948
656,Psittacula krameri manillensis,Psittacula krameri,232646,Psittaciformes,Psittacidae,116.11,Herbivore,Omnivore,Insessorial,7699517.78,Forest,2,1,111.12459498664175
657,Acanthiza uropygialis,,117199,Passeriformes,Acanthizidae,6.4,Carnivore,Invertivore,Insessorial,4788831.67,Woodland,2,1,111.12459498679074
658,Accipiter gularis,,258530,Accipitriformes,Accipitridae,120.66,Carnivore,Vertivore,Insessorial,4785704.92,Forest,1,3,111.1245949871584
659,Coracopsis vasa,,176022,Psittaciformes,Psittacidae,525.0,Herbivore,Frugivore,Insessorial,413210.96,Forest,1,1,111.1245949868118
660,Numida meleagris,,8996,Galliformes,Numididae,1299.0,Herbivore,Omnivore,Terrestrial,12744779.36,Woodland,2,1,111.12459498684676
661,Aix galericulata,,8832,Anseriformes,Anatidae,567.04,Herbivore,Herbivore aquatic,Generalist,1904941.91,Forest,3,3,111.12459498654972
662,Deroptyus accipitrinus,,51904,Psittaciformes,Psittacidae,246.0,Herbivore,Frugivore,Insessorial,4158548.58,Forest,1,1,111.12459498698762
663,Aratinga solstitialis,,176015,Psittaciformes,Psittacidae,119.62,Herbivore,Frugivore,Insessorial,116342.52,Forest,2,1,111.12459498698304
664,Anas cyanoptera,,75840,Anseriformes,Anatidae,377.45,Herbivore,Herbivore aquatic,Aquatic,6567683.13,Wetland,3,2,111.12459498659544
665,Acrocephalus schoenobaenus,,52609,Passeriformes,Sylviidae,11.83,Carnivore,Invertivore,Insessorial,11967937.01,Wetland,3,3,111.12459498746804
666,Cygnus columbianus jankowskii,Cygnus columbianus,1450144,Anseriformes,Anatidae,6377.96,Herbivore,Herbivore aquatic,Aquatic,5272186.12,Wetland,3,3,111.12459498660031
667,Eudocimus albus,,371913,Pelecaniformes,Threskiornithidae,889.66,Carnivore,Aquatic predator,Terrestrial,1204506.08,Wetland,3,2,111.1245949867782
668,Streptopelia orientalis orii,Streptopelia orientalis,36243,Columbiformes,Columbidae,232.94,Herbivore,Omnivore,Terrestrial,16926350.97,Woodland,3,3,111.12459498655772
669,Promerops cafer,,254652,Passeriformes,Nectariniidae,34.74,Omnivore,Nectarivore,Insessorial,114533.35,Shrubland,2,2,111.12459498727944
670,Ara chloropterus,,176013,Psittaciformes,Psittacidae,1214.0,Herbivore,Omnivore,Insessorial,8101232.43,Forest,1,1,111.12459498693914
671,Pheucticus melanocephalus,,371919,Passeriformes,Cardinalidae,47.13,Carnivore,Invertivore,Insessorial,4524419.42,Forest,2,3,111.12459498679266
672,Emberiza cioides,,260902,Passeriformes,Fringillidae,21.02,Herbivore,Granivore,Terrestrial,10532097.13,Grassland,3,2,111.12459498702628
673,Fregata magnificens,,37042,Suliformes,Fregatidae,1490.52,Carnivore,Aquatic predator,Aerial,191468.89,Marine,3,3,111.1245949873409
674,Sibirionetta formosa,Anas formosa,56278,Anseriformes,Anatidae,433.98,Herbivore,Herbivore aquatic,Aquatic,3744079.85,Wetland,3,3,111.12459498699609
675,Oenanthe isabellina,,358819,Passeriformes,Muscicapidae,29.4,Carnivore,Invertivore,Insessorial,11710698.47,Shrubland,3,3,111.1245949876104
676,Buteo rufinus,,115134,Accipitriformes,Accipitridae,1166.18,Carnivore,Vertivore,Generalist,8574436.83,Grassland,3,3,111.1245949875138
677,Amazona ventralis,,57393,Psittaciformes,Psittacidae,214.0,Herbivore,Omnivore,Insessorial,7113.45,Forest,2,1,111.12459498680312
678,Thryomanes bewickii,,241536,Passeriformes,Certhiidae,9.9,Carnivore,Invertivore,Generalist,3360146.45,Shrubland,2,2,111.12459498732116
679,Larus glaucoides,,118194,Charadriiformes,Laridae,693.31,Carnivore,Aquatic predator,Generalist,1459493.41,Coastal,3,3,111.12459498648492
680,Hypothymis azurea,,107210,Passeriformes,Monarchidae,11.1,Carnivore,Invertivore,Insessorial,7227952.51,Forest,1,1,111.12459498663333
681,Accipiter cooperii,,261198,Accipitriformes,Accipitridae,429.67,Carnivore,Vertivore,Aerial,8393137.06,Woodland,2,3,111.1245949873514
682,Platycercus icterotis,,35542,Psittaciformes,Psittacidae,63.26,Herbivore,Granivore,Insessorial,214002.52,Forest,2,1,111.1245949866061
683,Chroicocephalus maculipennis,Larus maculipennis,287016,Charadriiformes,Laridae,339.0,Carnivore,Omnivore,Generalist,2149631.88,Wetland,3,1,111.12459498699609
684,Oryzoborus crassirostris,,3150545,Passeriformes,Thraupidae,20.9,Herbivore,Granivore,Insessorial,2533030.55,Shrubland,2,2,111.12459498709104
685,Calypte anna,,9244,Apodiformes,Trochilidae,4.24,Herbivore,Nectarivore,Aerial,493015.73,Woodland,2,2,111.12459498823682
686,Chlidonias hybrida,,297805,Charadriiformes,Laridae,83.67,Carnivore,Aquatic predator,Aerial,10089513.85,Wetland,3,3,111.12459498635202
687,Botaurus stellaris,,188376,Pelecaniformes,Ardeidae,1319.45,Carnivore,Aquatic predator,Terrestrial,18110303.08,Wetland,1,2,111.12459498684976
688,Serinus canaria,,9135,Passeriformes,Fringillidae,24.3,Herbivore,Granivore,Generalist,10522.09,Woodland,2,1,111.12459498733593
689,Nymphicus hollandicus,,13180,Psittaciformes,Cacatuidae,94.61,Herbivore,Granivore,Terrestrial,6462401.72,Grassland,3,2,111.1245949875228
690,Ocyphaps lophotes,,187128,Columbiformes,Columbidae,204.0,Herbivore,Omnivore,Terrestrial,7382616.53,Grassland,3,1,111.1245949868982
691,Rhynchotus rufescens,,30466,Tinamiformes,Tinamidae,843.47,Herbivore,Omnivore,Terrestrial,5674200.18,Grassland,3,1,111.1245949890206
692,Pelecanus occidentalis,,37043,Pelecaniformes,Pelecanidae,3427.84,Carnivore,Aquatic predator,Aerial,1823742.36,Marine,3,1,111.12459498752236
693,Eupsittula aurea,Aratinga aurea,51898,Psittaciformes,Psittacidae,84.62,Herbivore,Omnivore,Insessorial,5764751.61,Grassland,2,1,111.12459498699609
694,Falco cherrug,,345164,Falconiformes,Falconidae,961.21,Carnivore,Vertivore,Generalist,11514254.26,Grassland,3,3,111.12459498641186
695,Threskiornis aethiopicus,,100858,Pelecaniformes,Threskiornithidae,1493.18,Carnivore,Aquatic predator,Terrestrial,17650108.45,Wetland,3,1,111.12459498696592
696,Ara severus,,178883,Psittaciformes,Psittacidae,343.0,Herbivore,Omnivore,Insessorial,5824492.61,Forest,1,1,111.12459498685628
697,Anas puna,,75855,Anseriformes,Anatidae,595.21,Herbivore,Herbivore aquatic,Aquatic,690886.44,Wetland,3,1,111.12459498657456
698,Phylloscopus tenellipes,,56440,Passeriformes,Phylloscopidae,11.8,Carnivore,Invertivore,Insessorial,1086226.67,Forest,2,3,111.1245949866913
699,Garrulax canorus,,238855,Passeriformes,Leiothrichidae,62.78,Carnivore,Invertivore,Terrestrial,1868020.76,Shrubland,2,1,111.12459498656465
700,Panurus biarmicus,,181101,Passeriformes,Sylviidae,13.82,Omnivore,Invertivore,Insessorial,11689099.28,Wetland,3,2,111.1245949866407
701,Sternula albifrons,Sterna albifrons,507597,Charadriiformes,Laridae,57.0,Carnivore,Aquatic predator,Aerial,11965931.09,Coastal,3,3,111.12459498699609
702,Bubo virginianus,,56268,Strigiformes,Strigidae,1354.5,Carnivore,Vertivore,Insessorial,24426738.59,Forest,2,1,111.1245949880538
703,Xema sabini,,128050,Charadriiformes,Laridae,198.0,Carnivore,Aquatic predator,Generalist,563350.81,Marine,3,2,111.12459498646238
704,Spheniscus demersus,,92683,Sphenisciformes,Spheniscidae,3130.11,Carnivore,Aquatic predator,Aquatic,330067.23,Marine,3,2,111.12459498726702
705,Streptopelia decaocto,,177147,Columbiformes,Columbidae,148.96,Herbivore,Omnivore,Terrestrial,19495951.64,Human Modified,3,1,111.1245949864186
706,Haematopus ostralegus,,31908,Charadriiformes,Haematopodidae,526.0,Carnivore,Aquatic predator,Terrestrial,9505624.97,Coastal,3,1,111.1245949874032
707,Toxostoma rufum,,58210,Passeriformes,Mimidae,68.8,Omnivore,Omnivore,Generalist,5678627.88,Shrubland,1,2,111.1245949871879
708,Tadorna variegata,,107024,Anseriformes,Anatidae,1540.95,Herbivore,Omnivore,Terrestrial,268823.5,Grassland,3,2,111.12459498657854
709,Aythya americana,,30385,Anseriformes,Anatidae,1075.69,Herbivore,Herbivore aquatic,Aquatic,5111761.27,Wetland,3,3,111.12459498655492
710,Spinus spinus,Carduelis spinus,160760,Passeriformes,Fringillidae,13.24,Herbivore,Granivore,Insessorial,8968022.11,Forest,1,1,111.12459498699609
711,Procellaria aequinoctialis,,53665,Procellariiformes,Procellariidae,1213.0,Carnivore,Aquatic predator,Aquatic,107346807.8,Marine,3,3,111.1245949869885
712,Aythya marila,,189534,Anseriformes,Anatidae,1005.37,Omnivore,Aquatic predator,Aquatic,11929401.28,Wetland,3,3,111.12459498657245
713,Podiceps major,,555330,Podicipediformes,Podicipedidae,1646.0,Carnivore,Aquatic predator,Aquatic,2909991.5,Wetland,3,3,111.12459498730004
714,Crithagra mozambica,Serinus mozambicus,1892170,Passeriformes,Fringillidae,11.87,Herbivore,Omnivore,Generalist,9532014.48,Shrubland,3,1,111.12459498699609
715,Ara ambiguus,,467031,Psittaciformes,Psittacidae,1300.0,Herbivore,Granivore,Insessorial,108291.56,Forest,1,1,111.12459498695046
716,Ficedula parva,,126711,Passeriformes,Muscicapidae,10.8,Carnivore,Invertivore,Insessorial,6006654.02,Woodland,1,3,111.12459498770176
717,Anodorhynchus leari,,178882,Psittaciformes,Psittacidae,939.99,Herbivore,Frugivore,Insessorial,7546.2,Shrubland,2,1,111.1245949869944
718,Hirundo rustica,,43150,Passeriformes,Hirundinidae,17.91,Carnivore,Invertivore,Aerial,51701054.06,Human Modified,3,3,111.1245949870341
719,Myiarchus tyrannulus,,196038,Passeriformes,Tyrannidae,35.45,Carnivore,Invertivore,Insessorial,10591424.15,Woodland,2,2,111.1245949871396
720,Melospiza melodia,,44397,Passeriformes,Passerellidae,21.91,Omnivore,Omnivore,Generalist,10313728.38,Shrubland,2,2,111.124594987061
721,Anas castanea,,45631,Anseriformes,Anatidae,624.01,Omnivore,Aquatic predator,Aquatic,3131751.24,Wetland,3,2,111.12459498656528
